Titulo,Secao,Url
Phase development on SiOC ceramic materials obtained by metal catalysts assisted pyrolysis  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/636_1620683217.pdf
New perovskites for use in protonic SOFCs  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1033_1620762911.pdf
Ceria Thin Films for Methane Conversion in Solid Oxide Reactors  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/846_1620756312.pdf
Electric field-assisted synthesis/sintering cerium oxide: 5 wt.% gadolinium oxide  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/845_1620678659.pdf
Correlation between the layer thickness and ferroics properties of Pb(Zr0.2Ti0.8)O3/CoFe2O4 multiferroic thin film systems obtained from RF-Sputtering.  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1038_1620764181.pdf
Dielectric Properties in Single Phase (1-x) PZT-xPFN Multiferroic Ceramics Materials  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/910_1620734962.pdf
Micro-structural properties of ZnO-TiO2 samples obtained from oxides synthetized by the sol-gel method assisted by Tapioca  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/282_1619231657.pdf
Synthesis of nickel-doped lanthanum chromite by mechanosynthesis to produce nanoparticles by exsolution  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/967_1620749999.pdf
GIANT ELECTROSTRICTION IN CERIA AND THE EFFECTS OF ALKALINE EARTH DOPANTS  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/181_1619110703.pdf
Characterization and investigation of piezophotonics properties of lead-free (Na K)(Nb Er)O3-based ceramics  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/696_1620015976.pdf
"Tunability behavior of (Ba,Ca)(Zr,Ti)O3 ceramics for applications in Nonlinear Transmission Lines  Visualizar",G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/869_1629728905.pdf
Comparison of Single Element and Carpet mode Gas Sensors  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1083_1620770717.pdf
Electronic Sensor Development Built from Anhydrite I for Soil Moisture Measurement  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1187_1620788186.pdf
"Temperature Dependence of Magnetoelectric Coupling in 0.68Pb(Mg1/3Nb2/3)O3-0.32PbTiO3/(Co,Ni)Fe2O4 Particulate Composites  Visualizar",G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/908_1620733930.pdf
Evaluation of concretes produced with crystallizing additives  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/149_1622915944.pdf
Gadolinium and Ytterbium doping in barium cerate-zirconate as high temperature proton conductors  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/997_1620757752.pdf
Frequency and temperature characterization of BST and BZT ceramic composites for Applications in Nonlinear Transmission Lines  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/758_1620427819.pdf
"Study of Sintering of Ba (Ce, Zr, Y) O3-δ perovskites used as electrolyte in solid oxide fuel cells  Visualizar",G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1003_1620759828.pdf
Silicon oxycarbide ceramics derived from silicone containing inorganic and organic crosslinkers: preparation and investigation as electrodic materials for carbendazim detection  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/634_1620677480.pdf
Band structure of flexural waves in mechanical metamaterial plates with periodic shunted piezo-patches  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/693_1619811741.pdf
Effects of sintering aids on sinterability and electrical properties of yttrium‐doped barium zirconate proton conducting ceramics  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/939_1620743224.pdf
Synthesis and characterization of barium cerate-zirconate as solid electrolytes for protonic SOFC  Visualizar,G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1030_1620762670.pdf
"Investigation of the mechanisms responsible for the multiferroicity in (x)Pb(Fe0.50,Nb0.50)O3-(1-x)Pb(Zr0.53,Ti0.47)O3 solid solutions  Visualizar",G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1164_1620783510.pdf
"Structural, magnetic, optical and vibrational properties of two different structures of lanthanide pyrogermanate  Visualizar",G - XII BRAZILIAN ELECTROCERAMICS SYMPOSIUM  / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/49_1618002631.pdf
Nanoscale Reservoir Imaging  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1125_1620778076.pdf
Nanomaterials for Drilling Fluids  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1008_1620759216.pdf
Influences of nanomaterial addition on the physical and mechanical properties of oil well cement at 15°C and 200°C  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/419_1619330293.pdf
Summary of Field Trial Results of the Treatment of Contaminated Water using Nonfouling Superhydrophilic Functionalized Ceramic Membranes  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/99_1618909627.pdf
HARVESTING OF SURFACTANT-SOLUBILIZED ASPHALTENES BY MAGNETIC NANOPARTICLES  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/507_1619380391.pdf
Preparation of Polyacrylamide Nanocomposites Gels for Conformance Control  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1124_1620777757.pdf
Nanoengineered polycrystalline diamond compacts for drilling applications  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/412_1619320753.pdf
"Wettability in binary and ternary interfaces composed of CO2, Brine, and oil fluids by classical molecular dynamics  Visualizar",H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/731_1620308735.pdf
Microwave-assisted synthesis of reinforced polyacrylamide preformed particle gels for enhanced oil recovery  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1076_1620768921.pdf
Evaluation of the effect of nanostructured Beta zeolite desilication in the transformation of 2-methylthiophene  Visualizar,H - Nanomaterials R&D in Upstream Oil and Gas / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/714_1620169301.pdf
Cellulose Based Photonic Materials Displaying Direction Modulated Photoluminescence  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/902_1620731020.pdf
Molecular coating on spinel ferrite nanoparticles: Is it a trivial chemical process on the final magnetic properties?  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/762_1620784783.pdf
Organosilica nanoparticles for nanomedicine: colloidal stability and degradability  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/204_1629883202.pdf
Some contributions from materials to sustainable agriculture  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1232_1621257043.pdf
"Metal halide perovskites: a journey through structure, properties and stability  Visualizar",I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1242_1621978515.pdf
Carbonaceous fillers-based polymer composites for multifunctional applications  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/699_1620042822.pdf
"Braids, Gels and Pharmaceutical Crystals  Visualizar",I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/18_1617030016.pdf
Plasmonic and Magnetic Nanoparticles for Biomedical Application  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1226_1621197126.pdf
Tuning rGO gas sensing properties with In2O3 nanoparticles  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/42_1617821912.pdf
Mechanical behavior of hierarchical 3D carbon based structures  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1179_1621178234.pdf
Branched-PEI grafted on hierarchical SiO2 to increase copper uptake for upcycling strategies  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1180_1620787742.pdf
"Metallic nanocatalyst-decorated biochar: One pot solid state synthesis, characterization and environmental applications  Visualizar",I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/513_1619378879.pdf
Influence of graphene functionalization on the morphology and mechanical properties of poly(ethylene terephthalate) nanocomposites  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/301_1619274674.pdf
Contamination-related milling process in Polycrystalline diamond-Tantalum composites  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/12_1616437892.pdf
Ag-CdS@SiO2 platforms: Electromagnetic field enhancement systems for optical sensing  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1149_1620781818.pdf
Impedimetric electronic tongue based on poly(allylamine hydrochloride)/poly(sodium 4-styrenesulfonate) films decorated with silver nanoparticles  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/257_1619207844.pdf
THE NEW GRAPHENE FAMILY NANOMATERIALS: PREPARATION AND PROPERTIES  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/329_1619287939.pdf
3D printing opportunities at (electro)analytical chemistry  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/629_1619393412.pdf
Development of flexible screen-printed electrodes based on conducting polymers and reduced graphene oxide hybrids  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/841_1621510238.pdf
Solid State NMR with Fast Magic Angle Spinning and 1H detection for the structural characterization of amorphous organic-inorganic materials  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/754_1620417597.pdf
High activity of laccases immobilized in functionalized wrinkled SiO2 particles  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/942_1620743741.pdf
"Development of ""turn-on"" luminescent sensors based on upconversion nanoparticles  Visualizar",I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/74_1618599962.pdf
Structural and photophysical characterization of highly luminescent GPTS:TEOS-derived organosilicate doped with Ir(III) complex  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/462_1619367425.pdf
Bacterial nanocellulose/MoS2 hybrid aerogels for in-flow photocatalytic water treatment  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/230_1619193462.pdf
Gold nanocatalyst dispersed on SBA-15 surface applied in the synthesis of core structure drug compounds  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1088_1620771278.pdf
Surface-Induced Self-Assembly of Amphiphilic Block Copolymers: A Scalable Process Towards Functional Bilayer Thin Films  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/210_1619181474.pdf
Two-Dimensional Nanomaterials-Based Polymer Composites: Photodegradation behaviour  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/711_1623257955.pdf
Conducting Ultrathin Surface-Supported Metal-Organic Framework/Polypyrrole composite Vertical Junctions Based on Strained Nanomembranes  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/471_1623873999.pdf
Influence of annealing-induced phase separation on the shape memory effect of graphene-based thermoplastic polyurethane nanocomposites  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1215_1621001973.pdf
Towards a sustainable preparation of hybrid PVDF-CoFe2O4 self-standing films: magnetoelectric applications.  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/983_1620753527.pdf
Modification of nanoclays – Halloysite and Kaolinite – with oregano essential oil for further application in active packaging  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1081_1620772650.pdf
Dense e porous transition metal-modified silicon oxycarbide (SiOC) ceramics: investigation of different argon flowing conditions and potential applications  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/628_1620683095.pdf
Multifunctional photoluminescent nanosystems based on quantum dots  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/535_1619383027.pdf
Deposition of DLC Thin Films over c-Si (100) by PECVD  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1000_1620758291.pdf
Nanocomposite Multifunctional SiOxCyHz-CeO2 Films Deposited in Low Pressure Plasmas  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/834_1620675964.pdf
Silver Nanoparticles /TiO2 plasmonic nanohybrids for visible-light driven degradation of organic dyes in aqueous medium  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/175_1619102947.pdf
Preparation and enhanced mechanical properties of hydroxyapatite nanorods with boron nitride nanotubes: a composite for orthopedic application  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/22_1623089087.pdf
Flash Sintering of the Hydroxyapatite-Zirconia composite  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1104_1620774793.pdf
Electrochemical platform based on thin film of nanostructured Nb2O5 for Tetracycline detection  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1064_1620766647.pdf
Different strategies for fabrication of rGO-SMOx based nanocomposites  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/65_1618408097.pdf
"Carbonate and LDH-NO3 obtained by Mg, Zn and Al laser ablation in ethanol liquid environment  Visualizar",I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1183_1620787852.pdf
Synthesis of Bi-BTC MOFs by laser ablation in different liquids environments  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1176_1620785804.pdf
Electrochemical reactivity of a layer-by-layer film containing phosphomolybdic acid and poly(amidoamine) toward nitrite  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1151_1620781872.pdf
Synthesis and characterization of composite materials for application in a filtration membrane  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/640_1619395447.pdf
Flexible pressure sensors based on LaNiO3 nanowires  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1098_1620773105.pdf
Synthesis and Characterization of Nanocomposite Silver/Silver Orthovanadate by Microwave-Assisted Hydrothermal Method  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/624_1619560751.pdf
Using SERS effect for surface study of functionalized silica nanoparticles  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1060_1620766398.pdf
Photocatalytic PDMS-urethanesil hybrid material terminated with catecholic moieties.  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/576_1619388168.pdf
Morphological study of Ag4V2O7/β-AgVO3 composites  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/333_1619289900.pdf
Novel functionalites for CdTe quantum dots embedded into mesoporous silica matrix: Photophysical and gas sensing properties  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/168_1619096869.pdf
Synthesis of restricted access ion-imprinted polymer grafted on multiwalled carbon nanotubes exploring iniferter method for determination of Pb(II) ions  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/998_1620758078.pdf
Synthesis of organogels of ZnO nanoparticles  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/956_1620748093.pdf
Preparation and evaluation of a semi-covalent imprinted polymer for the extraction of tetracycline antibiotics in aqueous medium  Visualizar,I - Multifunctional Hybrid Materials and Nanocomposites: Development and Applications / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/819_1620668277.pdf
